R_Eatery_Name,R_Eatery_Old_Addr,R_Eatery_Addr,R_Eatery_Latitude,R_Eatery_Longtitude,R_Eatery_Score,R_Eatery_Views,R_Eatery_Preference,R_Eatery_Reviews,R_Eatery_Bookmarks
여행가게,제주특별자치도 서귀포시 남원읍 태흥리 541-1 1층,"제주특별자치도 서귀포시 남원읍 태위로 929 (태흥리, 뽀글이미용실) 1층",33.281671,126.7344787,0,930,0,0,2
카페이피엘,제주특별자치도 서귀포시 남원읍 위미리 3166-1 카페이피엘,제주특별자치도 서귀포시 남원읍 위미항구로 8 (위미리) 카페이피엘,33.2751086,126.6569573,5,1842,1,1,3
리틀비엣,제주특별자치도 제주시 아라일동 6109-1,제주특별자치도 제주시 인다7길 16,33.4515309,126.5632259,0,1514,0,0,3
제주한치빵 우도점,제주특별자치도 제주시 우도면 연평리 1200-7 제주한치빵 우도점,제주특별자치도 제주시 우도면 우도해안길 802 (연평리) 제주한치빵 우도점,33.5141345,126.9571109,0,1509,0,0,1
대춘해장국,제주특별자치도 제주시 도남동 380-2,제주특별자치도 제주시 연북로 398,33.4804231,126.5240233,0,5,0,0,0
마마뜰,제주특별자치도 서귀포시 안덕면 동광리 1393-8,제주특별자치도 서귀포시 안덕면 신화역사로403번길 82,33.3100648,126.3335388,0,0,0,0,0
말랑 제주,제주특별자치도 서귀포시 호근동 1821-7,제주특별자치도 서귀포시 서호로 22-1,33.2561484,126.5237916,0,0,0,0,0
치유밥상,제주특별자치도 제주시 구좌읍 김녕리 731-5,제주특별자치도 제주시 구좌읍 김녕남8길 55-87,33.5398407,126.746583,0,88,0,0,1
오메오메,제주특별자치도 제주시 애월읍 광령리 2498-1,제주특별자치도 제주시 애월읍 광령남3길 49,33.4513511,126.4325699,0,1267,0,0,3
가비오타카페,제주특별자치도 제주시 구좌읍 종달리 1419 ,제주특별자치도 제주시 구좌읍 해맞이해안로 2030 (종달리) ,33.4880673,126.8804954,0,799,1,0,0
라온베이커리 남녕점,제주특별자치도 제주시 노형동 1292-12,제주특별자치도 제주시 남녕로 11,33.4887559,126.4820447,0,203,2,0,4
함덕찜,제주특별자치도 제주시 조천읍 함덕리 955-8,제주특별자치도 제주시 조천읍 함덕로 20,33.5416773,126.6728881,0,1325,0,0,4
반딧불한담,제주특별자치도 제주시 애월읍 애월리 2527-12 ,제주특별자치도 제주시 애월읍 애월로1길 24-11 (애월리) ,33.4628143,126.3103578,0,1036,0,0,3
고사리식당,제주특별자치도 제주시 조천읍 선흘리 1856-8,제주특별자치도 제주시 조천읍 번영로 1680,33.4777041,126.7135515,0,2229,0,0,3
모노클제주,제주특별자치도 서귀포시 남원읍 위미리 745-1,제주특별자치도 서귀포시 남원읍 태위로360번길 30-8,33.2709058,126.6584811,0,1870,0,0,1
더 코브,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 메리어트 리조트관 GF,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 메리어트 리조트관 GF,33.3017501,126.3206458,5,1116,1,0,4
왓섬,제주특별자치도 제주시 오등동 1175,제주특별자치도 제주시 오등4길 3,33.4662446,126.5220176,0,5,0,0,0
봉플라봉뱅,제주특별자치도 제주시 연동 312-57 정인하우스 1층,제주특별자치도 제주시 문송1길 6-1 정인하우스 1층,33.4880042,126.497967,0,1112,0,0,0
다만프레르,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 다만프레르,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 다만프레르,33.3017501,126.3206458,5,3001,12,12,8
블루밍아일랜드,제주특별자치도 제주시 이도1동 1549-14 1층,제주특별자치도 제주시 중앙로19길 29,33.5093873,126.5268615,5,613,2,1,1
공백,제주특별자치도 제주시 구좌읍 동복리 1568-1,제주특별자치도 제주시 구좌읍 동복로 83,33.5535179,126.7151174,0,1250,1,0,4
윌라라,제주특별자치도 서귀포시 성산읍 성산리 178-10,제주특별자치도 서귀포시 성산읍 성산중앙로 33,33.4628904,126.9328466,0,1167,1,0,2
카페2085,제주특별자치도 제주시 조천읍 선흘리 2085,제주특별자치도 제주시 조천읍 선교로 185,33.4727191,126.7061921,0,985,0,0,1
써니사이드비치,제주특별자치도 서귀포시 남원읍 태흥리 46-2 ,제주특별자치도 서귀포시 남원읍 태신해안로 129 (태흥리) ,33.292156,126.762474,0,712,0,0,0
행복한국수집,제주특별자치도 제주시 연동 303-29 1층 행복한 국수집,제주특별자치도 제주시 신대로15길 2,33.48658,126.4971029,5,2176,3,8,10
코코리파이프,제주특별자치도 제주시 애월읍 하귀1리 336-3,제주특별자치도 제주시 애월읍 하귀6길 22,33.4887078,126.4145642,4,1363,2,1,7
앙뚜아네트 용담점,제주특별자치도 제주시 용담3동 503-5,제주특별자치도 제주시 서해안로 671,33.5161451,126.5089716,0,655,0,0,0
외도339,제주특별자치도 제주시 외도이동 339,제주특별자치도 제주시 일주서로 7345,33.4937566,126.4317907,0,8,0,0,1
산호반점,제주특별자치도 제주시 우도면 연평리 2516-2,제주특별자치도 제주시 우도면 우도해안길 252,33.5026291,126.9438403,0,742,0,0,1
사이카레,제주특별자치도 제주시 애월읍 구엄리 509 2층,제주특별자치도 제주시 애월읍 애월해안로 752 2층,33.4843386,126.3811424,0,837,0,0,2
하례정원,제주특별자치도 서귀포시 남원읍 하례리 31-4,제주특별자치도 서귀포시 남원읍 하례망장포로 39,33.3420367,126.5884214,0,2448,0,0,6
느지리식식당,제주특별자치도 제주시 한림읍 상명리 1013-1,제주특별자치도 제주시 한림읍 상한로 4,33.3581504,126.2744255,0,1412,0,0,4
명월국민학교,제주특별자치도 제주시 한림읍 명월리 1734,제주특별자치도 제주시 한림읍 명월로 48,33.388832,126.2649479,5,7236,2,1,39
조가네갑오징어 신제주점,제주특별자치도 제주시 노형동 942-6,제주특별자치도 제주시 원노형남1길 45-1,33.4841745,126.4853179,0,752,0,0,1
팜스테이블,제주특별자치도 제주시 연동 1311-1,제주특별자치도 제주시 수목원길 41,33.4699581,126.48948,0,963,0,0,1
낭만주의,제주특별자치도 제주시 내도동 543,제주특별자치도 제주시 내도1길 18-1,33.4955266,126.4376599,0,660,0,0,2
보말고을,제주특별자치도 제주시 애월읍 광령리 964,제주특별자치도 제주시 애월읍 광령중길 133-1,33.3701721,126.4819697,0,1890,0,0,6
네이쳐캔바스,제주특별자치도 서귀포시 남원읍 신례리 829-5,제주특별자치도 서귀포시 남원읍 중산간동로 7129,33.2687059,126.6469172,0,1051,0,0,2
토이다방,제주특별자치도 제주시 이도2동 1970-15,제주특별자치도 제주시 승천로 45,33.4939168,126.5419817,0,722,0,0,1
고마워토토 아뜰리에,제주특별자치도 제주시 애월읍 상귀리 152,제주특별자치도 제주시 애월읍 고성북길 112,33.4699704,126.4134769,0,4618,2,0,23
안트레,제주특별자치도 제주시 애월읍 애월리 2467,제주특별자치도 제주시 애월읍 애월로 11,33.4600513,126.3113009,0,861,0,0,5
로맨틱하드보일드,제주특별자치도 제주시 애월읍 금성리 479,제주특별자치도 제주시 애월읍 금성5길 44,33.4477598,126.3006139,0,954,0,0,3
울트라마린,제주특별자치도 제주시 한경면 판포리 1611,제주특별자치도 제주시 한경면 일주서로 4611,33.3693842,126.2061707,0,2329,0,0,5
원더먼트제주,제주특별자치도 제주시 조천읍 조천리 3225,제주특별자치도 제주시 조천읍 신북로 163,33.5355005,126.630971,0,1034,2,0,3
커피디셈버 함덕점,제주특별자치도 제주시 조천읍 함덕리 1276-1,제주특별자치도 제주시 조천읍 신북로 536-1,33.5413994,126.6671538,5,1028,5,1,0
카페선흘,제주특별자치도 제주시 조천읍 선흘리 3977,제주특별자치도 제주시 조천읍 선교로 198,33.4777041,126.7135515,0,1091,0,0,1
해품,제주특별자치도 제주시 애월읍 애월리 2467,제주특별자치도 제주시 애월읍 애월로 11,33.4600513,126.3113009,0,2141,0,0,2
아줄레주,제주특별자치도 서귀포시 성산읍 신풍리 627,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,33.366762,126.8391336,0,2323,3,0,13
열공부엌,제주특별자치도 제주시 연동 327-4,제주특별자치도 제주시 선덕로8길 26 비산쉐르빌 가동 103호,33.4832566,126.5008012,0,788,0,0,1
묘한상점 묘한카페,제주특별자치도 서귀포시 성산읍 시흥리 1127,제주특별자치도 서귀포시 성산읍 시흥상동로 87,33.4765014,126.8962962,0,797,0,0,2
맛있는 여가생활,제주특별자치도 제주시 한림읍 귀덕리 787-2,제주특별자치도 제주시 한림읍 귀덕로 60,33.4392514,126.2971571,0,880,1,0,1
머문카페,제주특별자치도 제주시 구좌읍 월정리 539,제주특별자치도 제주시 구좌읍 해맞이해안로 460,33.5468086,126.7838117,0,1908,0,0,8
초승달지대,제주특별자치도 서귀포시 강정동 207-5,제주특별자치도 서귀포시 대청로25번길 10-8,33.2615636,126.49447,0,1446,0,0,0
모루쿠다,제주특별자치도 서귀포시 동홍동 74-4,제주특별자치도 서귀포시 동홍중앙로90번길 48,33.2663197,126.5671727,5,3122,6,4,10
베이크샵스니프,제주특별자치도 서귀포시 서호동 1476-1,제주특별자치도 서귀포시 신서귀로 32,33.2517399,126.5111166,0,1538,0,0,4
아시안 푸드 스트리트,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,5,2039,5,6,9
바다를 본 돼지(서귀포점),제주특별자치도 서귀포시 서귀동 42,제주특별자치도 서귀포시 칠십리로 123,33.2431104,126.5675903,0,987,0,0,3
오캄,제주특별자치도 제주시 오라이동 729-41,제주특별자치도 제주시 정실3길 118,33.4715014,126.5094968,0,699,0,0,0
몬스테라 자구리,제주특별자치도 서귀포시 서귀동 65-12,제주특별자치도 서귀포시 소암로12번길 7,33.2443367,126.5672087,0,1921,1,0,6
겹겹의 의도,제주특별자치도 서귀포시 서홍동 364,제주특별자치도 서귀포시 홍중로27번길 4,33.2639577,126.5507293,0,1454,0,0,4
용이식당,제주특별자치도 서귀포시 서귀동 297-9,제주특별자치도 서귀포시 천지로 40,33.250978,126.5604194,0,1045,0,0,7
춘심이네 2호점,제주특별자치도 제주시 노형동 158-1,제주특별자치도 제주시 1100로 3114,33.4644302,126.4853173,0,21,0,0,0
카페 보름왓,제주특별자치도 서귀포시 표선면 성읍리 3229-4,제주특별자치도 서귀포시 표선면 번영로 2350-104,33.4136679,126.7535124,0,10,0,0,0
킨지,제주특별자치도 서귀포시 법환동 210,제주특별자치도 서귀포시 막숙포로 56,33.2364157,126.5150607,0,0,0,0,0
함쉐프 키친,제주특별자치도 서귀포시 대포동 1893,제주특별자치도 서귀포시 대포중앙로 116,33.2435151,126.4352216,0,0,0,0,0
산굼부리카페,제주특별자치도 제주시 조천읍 교래리 342-2,제주특별자치도 제주시 조천읍 비자림로 768,33.4276176,126.6665803,0,14,0,0,0
쉐프의스시이야기,제주특별자치도 제주시 연동 261-9,제주특별자치도 제주시 신광로 36,33.488953,126.48977,0,4,0,0,0
천금반점,제주특별자치도 제주시 삼도이동 20-5,제주특별자치도 제주시 북성로 7 1층,33.5155601,126.5237357,0,4,0,0,0
나라돈까스,제주특별자치도 제주시 외도일동 450-6,제주특별자치도 제주시 절물1길 23,33.4907957,126.431772,0,5,0,0,0
정가네 밥상,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110,33.4683293,126.5385409,0,617,0,0,1
뚱보조개　,제주특별자치도 제주시 이도이동 1188-10,제주특별자치도 제주시 서광로28길 53,33.4969683,126.5297525,5,1169,0,1,2
늘예솔,제주특별자치도 서귀포시 성산읍 신풍리 73-1,제주특별자치도 서귀포시 성산읍 일주동로 5335,33.3628276,126.8657009,0,1988,2,0,11
성산일출봉 해송갈치전문점,제주특별자치도 서귀포시 성산읍 성산리 136-7,제주특별자치도 서귀포시 성산읍 일출로 270-2,33.461686,126.9342243,0,807,0,0,1
중식당 청,제주특별자치도 제주시 연동 263-15 메종글래드 제주,제주특별자치도 제주시 노연로 80 메종글래드 제주,33.4847577,126.4887056,5,979,2,2,1
일품순두부 하귀점,제주특별자치도 제주시 애월읍 하귀1리 137-4,제주특별자치도 제주시 애월읍 하귀9길 18,33.4828819,126.4152642,0,11,0,0,1
커피템플,제주특별자치도 제주시 월평동 1348-3,제주특별자치도 제주시 영평길 269 1층,33.478135,126.57017,0,15,0,0,0
일품순두부 연동점,제주특별자치도 제주시 연동 251-31,제주특별자치도 제주시 도령로 64,33.4891537,126.4853819,0,4,0,0,0
청담집,제주특별자치도 제주시 노형동 2737,제주특별자치도 제주시 월랑로 83,33.4917374,126.472442,0,5,0,0,0
죽성고을,제주특별자치도 제주시 오등동 455-4,제주특별자치도 제주시 한북로 176,33.4622678,126.5342497,0,5,0,0,1
바온탑,"제주특별자치도 서귀포시 안덕면 서광리 산 24, 신화관 제주신화월드 호텔 앤 리조트 1F 스카이풀 옆 바온탑","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 신화관 제주신화월드 호텔 앤 리조트 1F 스카이풀 옆 바온탑",33.3017501,126.3206458,0,711,0,0,2
전망대횟집,제주특별자치도 제주시 한림읍 한수리 914-9,제주특별자치도 제주시 한림읍 한림해안로 229-14,33.4230661,126.2610331,0,1505,1,0,7
긍정동커피,제주특별자치도 서귀포시 서귀동 313-6 천지연 리슈빌 102호 긍정동커피,제주특별자치도 서귀포시 중정로 34 천지연 리슈빌 102호 긍정동커피,33.2474157,126.5601108,0,392,0,0,1
신화 다이닝 & 라운지,제주특별자치도 서귀포시 안덕면 서광리 산 24 신화관 제주신화월드 호텔앤리조트 1층,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신화관 제주신화월드 호텔앤리조트 1층,33.3017501,126.3206458,0,152,0,0,0
니모메빈티지라운지,제주특별자치도 제주시 외도이동 341-2,제주특별자치도 제주시 일주서로 7335-8,33.4936128,126.431039,0,2,0,0,0
공천포식당,제주특별자치도 서귀포시 남원읍 신례리 27-5,제주특별자치도 서귀포시 남원읍 공천포로 89,33.2664055,126.6426731,0,1947,0,0,4
새빌,제주특별자치도 제주시 애월읍 봉성리 4554,제주특별자치도 제주시 애월읍 평화로 1529,33.36437553,126.3630633,0,5198,4,0,14
빌리네월정스낵,제주특별자치도 제주시 구좌읍 행원리 1518-2,제주특별자치도 제주시 구좌읍 해맞이해안로 518,33.5562238,126.8017063,0,678,0,0,1
제주901,제주특별자치도 제주시 노형동 288-39,제주특별자치도 제주시 1100로 2977-10,33.453057,126.4865013,5,4923,3,1,3
허니문하우스,제주특별자치도 서귀포시 토평동 511,제주특별자치도 서귀포시 칠십리로 228-13,33.2844099,126.5796743,0,3173,0,0,14
수망일기,제주특별자치도 서귀포시 남원읍 수망리 360-5,제주특별자치도 서귀포시 남원읍 남조로 593-2,33.3303661,126.712172,0,1918,2,0,5
엉덩물,제주특별자치도 제주시 연동 291-116,제주특별자치도 제주시 성두길 7-7,33.4909557,126.4949775,5,1309,2,1,3
제주관덕정분식,제주특별자치도 제주시 일도일동 1448,제주특별자치도 제주시 관덕로8길 7-9,33.5125989,126.5243823,0,7,0,0,0
보라네,제주특별자치도 제주시 추자면 영흥리 227-1,제주특별자치도 제주시 추자면 추자로 96,33.9567036,126.2969646,0,475,0,0,0
만강촌옛날칼국수,제주특별자치도 제주시 노형동 1043-3,제주특별자치도 제주시 월랑로 42,33.4893008,126.476056,0,3,0,0,0
볕이드는곳벧디,제주특별자치도 제주시 연동 1326,제주특별자치도 제주시 은수길 65,33.471491,126.4881721,0,6,0,0,0
고향향토장터,제주특별자치도 제주시 추자면 신양리 434-9,제주특별자치도 제주시 추자면 추자로 576,33.9354341,126.3227638,0,785,1,0,2
이맛,제주특별자치도 제주시 추자면 대서리 18,제주특별자치도 제주시 추자면 추자로 24-5,33.9623309,126.2956408,0,292,0,0,0
황금섬숯불갈비,제주특별자치도 제주시 추자면 대서리 140-6,제주특별자치도 제주시 추자면 추자로 36,33.9636778,126.2957655,0,343,0,0,2
한밭식당,제주특별자치도 제주시 추자면 대서리 38-6,제주특별자치도 제주시 추자면 대서3길 21,33.9642903,126.2929862,0,288,0,0,0
올레실내포장마차,제주특별자치도 제주시 추자면 대서리 149,제주특별자치도 제주시 추자면 추자로 52,33.9642903,126.2929862,0,426,0,0,0
청정고을식당,제주특별자치도 제주시 추자면 대서리 4-29,제주특별자치도 제주시 추자면 대서1길 6,33.9642903,126.2929862,0,411,0,0,0
추자바다숯불갈비,제주특별자치도 제주시 추자면 영흥리 361,제주특별자치도 제주시 추자면 추자로 94-1,33.9567036,126.2969646,0,2,0,0,0
오누이밥상,제주특별자치도 제주시 추자면 영흥리 367-11,제주특별자치도 제주시 추자면 추자로 68,33.9611914,126.2945874,0,474,0,0,0
마마식당,제주특별자치도 제주시 추자면 대서리 140-6,제주특별자치도 제주시 추자면 추자로 36,33.9636778,126.2957655,0,470,0,0,0
우리동네숯불갈비,제주특별자치도 제주시 추자면 대서리 5-8,제주특별자치도 제주시 추자면 추자로 10-2,33.9642903,126.2929862,0,333,0,0,1
BBQ치킨 추자점,제주특별자치도 제주시 추자면 대서리 6,제주특별자치도 제주시 추자면 추자로 14-4,33.9642903,126.2929862,0,507,0,0,0
해적선,제주특별자치도 제주시 추자면 대서리 144-1,제주특별자치도 제주시 추자면 추자로 42-1,33.9627586,126.2952052,0,409,0,0,1
유메,제주특별자치도 제주시 연동 293-58 유메,제주특별자치도 제주시 은남3길 1 유메,33.4871347,126.4955611,0,674,0,0,2
플로렌스,제주특별자치도 제주시 추자면 대서리 37-6,제주특별자치도 제주시 추자면 추자로 30-2,33.9642903,126.2929862,0,290,0,0,0
봉골레밥상,제주특별자치도 제주시 추자면 대서리 134,제주특별자치도 제주시 추자면 대서3길 40,33.9642903,126.2929862,0,540,0,0,0
유심이감성찜닭,제주특별자치도 제주시 추자면 영흥리 364-18,제주특별자치도 제주시 추자면 추자로 78,33.9567036,126.2969646,0,435,0,0,0
신등대수산회센타,제주특별자치도 제주시 추자면 대서리 5-7,제주특별자치도 제주시 추자면 추자로 12,33.9632897,126.2976894,0,356,0,0,0
귀빈식당,제주특별자치도 제주시 추자면 대서리 6,제주특별자치도 제주시 추자면 추자로 14-3,33.9642903,126.2929862,0,490,0,0,0
은희네해장국 외도점,제주특별자치도 제주시 외도일동 532-8,제주특별자치도 제주시 우정로15길 42-8,33.4881642,126.4333527,0,1,0,0,0
제주시새우리 제주점,제주특별자치도 제주시 삼도이동 1053-22,제주특별자치도 제주시 무근성7길 24,33.514599,126.5207879,0,7,0,0,1
모시란,제주특별자치도 제주시 일도이동 110-13,제주특별자치도 제주시 남광로 117-1,33.4981109,126.5468969,5,3624,13,1,16
일품순두부탑동점,제주특별자치도 제주시 삼도이동 1192-11,제주특별자치도 제주시 탑동로 33,33.5175213,126.521117,0,1,0,0,0
메종 드 쁘띠푸르 2호점,제주특별자치도 제주시 아라이동 3002-8,제주특별자치도 제주시 신설로6길 2-11,33.476097,126.5543009,0,0,0,0,0
달페이지,제주특별자치도 서귀포시 색달동 2290-2,제주특별자치도 서귀포시 색달로64번길 51,33.2814107,126.4111118,0,1431,0,0,6
스마일러 카페,제주특별자치도 제주시 애월읍 하귀1리 1138-5,제주특별자치도 제주시 애월읍 상고길 47,33.46993,126.4159529,0,1115,0,0,1
빵귿,제주특별자치도 제주시 이도이동 2026-18,제주특별자치도 제주시 구남동6길 45-1,33.4871487,126.5357147,0,7,0,0,0
화북빵굽는사람들,제주특별자치도 제주시 화북일동 1244-1,제주특별자치도 제주시 일주동로 233,33.5197394,126.5701983,0,4,0,0,0
24시누름돌김치찌개,제주특별자치도 제주시 연동 304-3,제주특별자치도 제주시 노연로 146,33.4855219,126.4958677,0,7,0,0,0
인디언키친,제주특별자치도 제주시 애월읍 상가리 2059-1,제주특별자치도 제주시 애월읍 애원로 191,33.4504215,126.3307884,0,1036,0,0,0
감초식당,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,33.5032944,126.527915,0,824,0,0,0
카페나모나모,제주특별자치도 제주시 도두일동 1732-9,제주특별자치도 제주시 도두봉6길 4,33.5088572,126.4720099,0,4,0,0,0
제주의봄,제주특별자치도 서귀포시 서호동 1232-4,제주특별자치도 서귀포시 신북로 16,33.2583413,126.5127614,0,542,0,0,0
카페비글,제주특별자치도 제주시 조천읍 신촌리 2717-4,제주특별자치도 제주시 조천읍 신촌남1길 69-1,33.5244947,126.6174801,0,836,0,0,0
알로하도,제주특별자치도 제주시 구좌읍 하도리 1890-6,제주특별자치도 제주시 구좌읍 하도서문길 39,33.5284881,126.8788562,0,510,0,0,0
방긋스낵,제주특별자치도 제주시 구좌읍 행원리 1537-21,제주특별자치도 제주시 구좌읍 행원로1길 32-5,33.5340986,126.7954364,0,951,2,0,5
늘푸른농원 연리지가든,제주특별자치도 제주시 한경면 두모리 288,제주특별자치도 제주시 한경면 두조로 190-20,33.336132,126.1989307,0,1306,0,0,2
종달해녀의집,제주특별자치도 제주시 구좌읍 종달리 478-14,제주특별자치도 제주시 구좌읍 해맞이해안로 2276,33.4971443,126.9109521,0,1214,1,0,6
마마무말가든,제주특별자치도 제주시 오라이동 779-1,제주특별자치도 제주시 아연로 157,33.4723452,126.508143,0,844,0,0,2
호도제과,제주특별자치도 서귀포시 법환동 251-3 호도제과,제주특별자치도 서귀포시 이어도로 923-1 호도제과,33.2378827,126.513256,0,627,0,0,0
토향(음식점),제주특별자치도 서귀포시 남원읍 남원리 180-5,제주특별자치도 서귀포시 남원읍 태위로679번길 7-1,33.2798479,126.718896,0,357,0,0,0
와르다 레스토랑,제주특별자치도 제주시 삼도이동 148-3,제주특별자치도 제주시 관덕로8길 24-1,33.5110266,126.523168,0,651,0,0,1
And유Caf,제주특별자치도 제주시 한림읍 옹포리 203,제주특별자치도 제주시 한림읍 한림로 518,33.4046542,126.2543639,0,802,1,0,1
카페3535.1,제주특별자치도 제주시 조천읍 함덕리 3535-1,제주특별자치도 제주시 조천읍 함덕2길 82,33.539068,126.6554952,0,794,0,0,1
미나리(제주시),제주특별자치도 제주시 연동 291-24,제주특별자치도 제주시 삼무로11길 34,33.4905415,126.4957637,0,452,0,0,1
로이앤메이,제주특별자치도 서귀포시 성산읍 온평리 811-1,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,33.4097585,126.8901093,0,591,0,0,0
도기키친 프롬제주,제주특별자치도 제주시 노형동 911-3,제주특별자치도 제주시 원노형7길 10,33.4868121,126.4832502,0,219,0,0,0
봉자살롱,제주특별자치도 제주시 봉개동 1356-1,제주특별자치도 제주시 번영로 540 1층,33.4880416,126.5983443,0,5,0,0,0
서진향해장국,제주특별자치도 제주시 영평동 2111,제주특별자치도 제주시 제주대학로 183,33.4634314,126.5687054,0,5,0,0,0
김서방재첩해장국,제주특별자치도 제주시 노형동 934-16,제주특별자치도 제주시 원노형6길 27,33.4836667,126.4830103,0,6,0,0,1
탭룸3029,제주특별자치도 제주시 노형동 253-3,제주특별자치도 제주시 1100로 3029,33.4570687,126.4860197,0,930,1,0,3
오쿠다,제주특별자치도 제주시 이도이동 2025-10,제주특별자치도 제주시 구남동4길 45,33.4868889,126.5362344,0,1362,0,0,7
영림흑돼지가든,제주특별자치도 제주시 한림읍 대림리 1803,제주특별자치도 제주시 한림읍 한수풀로 30,33.4177892,126.266104,5,1328,8,4,6
제주그림카페,제주특별자치도 서귀포시 안덕면 서광리 산 39 ,제주특별자치도 서귀포시 안덕면 녹차분재로 218 4층,33.3029712,126.2990679,0,3268,0,0,3
카페 글렌코,제주특별자치도 제주시 구좌읍 송당리 2635-8,제주특별자치도 제주시 구좌읍 비자림로 1202,33.4343081,126.7375162,0,12,0,0,0
고서방해물탕,제주특별자치도 서귀포시 대정읍 상모리 87-5,제주특별자치도 서귀포시 대정읍 형제해안로 282,33.2097912,126.2915013,5,1899,5,5,12
카페 베트로(CAF VETRO),제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,0,1148,0,0,0
카페덕수리2180,제주특별자치도 서귀포시 안덕면 덕수리 2180,제주특별자치도 서귀포시 안덕면 덕수동로25번길 42-8,33.2582943,126.3082433,0,346,0,0,0
한라축산정육식당,제주특별자치도 제주시 한림읍 동명리 1616,제주특별자치도 제주시 한림읍 한림상로 84 A,33.4080437,126.2632072,0,6,0,0,0
제주에가면,제주특별자치도 제주시 삼도이동 1158-22,제주특별자치도 제주시 탑동로 119,33.5147226,126.5180767,0,8,0,0,0
카페빠네띠에,제주특별자치도 제주시 이도이동 1959-1,제주특별자치도 제주시 신설로9길 25,33.4944316,126.5457414,0,1,0,0,0
대운정 ,제주특별자치도 제주시 도두일동 2614,제주특별자치도 제주시 도두항서길 41,33.5060327,126.4640721,0,721,1,0,2
녹나무,제주특별자치도 제주시 노형동 925,제주특별자치도 제주시 노연로 12,33.4852786,126.4814609,0,568,0,0,0
큰돈가 본점,제주특별자치도 서귀포시 대정읍 상모리 126-7,제주특별자치도 서귀포시 대정읍 형제해안로 296,33.2085041,126.2909965,0,4,0,0,0
더비치하우스,제주특별자치도 서귀포시 성산읍 고성리 559-1,제주특별자치도 서귀포시 성산읍 신양로122번길 17,33.4352867,126.9218661,0,120,0,0,0
도렐,제주특별자치도 서귀포시 성산읍 고성리 297-1,제주특별자치도 서귀포시 성산읍 동류암로 20,33.4499421,126.9183775,0,3,0,0,0
다가미 애월점,제주특별자치도 제주시 애월읍 광령리 4-1,제주특별자치도 제주시 애월읍 평화로 2901-1,33.3701721,126.4819697,0,8,0,0,0
돌카롱 사려니숲길점,제주특별자치도 제주시 조천읍 교래리 732-2,제주특별자치도 제주시 조천읍 비자림로 422-2,33.4287786,126.6750337,0,15,0,0,0
순옥이네명가 함덕점,제주특별자치도 제주시 조천읍 함덕리 272-77,제주특별자치도 제주시 조천읍 함덕로 6,33.5406176,126.6740305,0,12,0,0,0
서울분식,제주특별자치도 제주시 일도일동 1103-8,제주특별자치도 제주시 동문로4길 11,33.512278,126.5278662,0,3,0,0,0
귤하르방 동문시장점,제주특별자치도 제주시 일도일동 1144-7,제주특별자치도 제주시 동문로4길 18,33.5122409,126.5273998,0,3,0,0,0
그러므로part2,제주특별자치도 제주시 노형동 128,제주특별자치도 제주시 수목원길 16-14,33.4683912,126.4860864,0,10,0,0,0
쇼밥,제주특별자치도 서귀포시 보목동 1405-1,제주특별자치도 서귀포시 보목로64번길 138,33.2411759,126.5931354,5,1072,2,1,1
미스틱3도,제주특별자치도 제주시 노형동 291-10,제주특별자치도 제주시 1100로 2894-49 1층,33.4499537,126.487749,0,5,0,0,0
가리본가 본점,제주특별자치도 제주시 연동 2326-7,제주특별자치도 제주시 성신로1길 17,33.4916309,126.4874262,0,4,0,0,0
대독장(제주본점),제주특별자치도 제주시 오라이동 3109,제주특별자치도 제주시 연북로 212,33.481213,126.5042523,0,3,0,0,0
본디국수,제주특별자치도 제주시 이도이동 1018-8,제주특별자치도 제주시 중앙로 276,33.4954408,126.5323931,0,10,0,0,0
제주통큰장어,제주특별자치도 제주시 이도이동 410,제주특별자치도 제주시 청귤로3길 50,33.5015724,126.5421719,0,1,0,0,0
우도짜장맨,제주특별자치도 제주시 우도면 연평리 317-2,제주특별자치도 제주시 우도면 우도해안길 1132,33.4977772,126.9676695,0,16,0,0,0
24시뼈다귀탕동홍점,제주특별자치도 서귀포시 동홍동 107-6,제주특별자치도 서귀포시 동홍남로 43,33.2571388,126.5731091,0,4,0,0,0
제주순풍해장국노형점,제주특별자치도 제주시 노형동 668,제주특별자치도 제주시 진군남4길 7-8,33.4751419,126.4804727,0,3,0,0,0
