R_Spot_Name,R_Spot_Old_Addr,R_Spot_Addr,R_Spot_Latitude,R_Spot_Longtitude,R_Spot_Score,R_Spot_Views,R_Spot_Preference,R_Spot_Reviews,R_Spot_Bookmarks
이중섭미술관,제주특별자치도 서귀포시 서귀동 532-1,제주특별자치도 서귀포시 이중섭로 27-3,33.2459155,126.5649489,5,18118,4,19,164
돌하르방 캠핑장,제주특별자치도 제주시 한경면 청수리 2130,제주특별자치도 제주시 한경면 낙수로 271-40,33.323902,126.23916,0,2718,1,0,1
산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),제주특별자치도 제주시 사라봉동길 108-1 (건입동),33.52147,126.54543,4,10486,1,3,24
사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),제주특별자치도 제주시 사라봉동길 74 (건입동),33.51921,126.5473,5,8484,1,7,16
새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,제주특별자치도 제주시 애월읍 봉성리 산 59-8,33.36723,126.35711,5,230174,46,345,828
알오름(성산읍),제주특별자치도 서귀포시 성산읍 시흥상동로,제주특별자치도 서귀포시 성산읍 시흥상동로,33.476498,126.89701,0,3411,1,0,0
상추자마을길,제주특별자치도 제주시 추자도 추자면,제주특별자치도 제주시 추자도 추자면,33.947014,126.3201,0,1323,0,0,2
말이달리는밤에,제주특별자치도 제주시 애월읍 유수암리 1206,제주특별자치도 제주시 애월읍 평화로 2144,33.40558,126.40018,0,5,0,0,0
아라고나이트 온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 상천리 380-7,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,33.303474,126.39206,0,72176,5,0,94
머체오름 (마체오름),제주특별자치도 서귀포시 남원읍 수망리 203-1,제주특별자치도 서귀포시 남원읍 남조로 534,33.36894843,126.6928631,5,1581,0,1,4
한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,제주특별자치도 제주시 한림읍 귀덕리,33.435574,126.26823,5,4567,1,12,101
제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,제주특별자치도 제주시 일주서로 7867,33.494053,126.487564,0,8017,3,0,0
비체올린,제주시 한경면 판포리 725번지,제주시 한경면 판조로 253-6,33.35901,126.21184,5,21616,6,5,97
토이파크,제주특별자치도 서귀포시 안덕면 동광리 383,제주특별자치도 서귀포시 안덕면 동광로 267-7,33.319084,126.34573,0,13013,1,0,39
백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.20672,126.2813,5,3977,1,5,3
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,33.275467,126.305115,5,15686,7,12,126
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 중산간서로 1403,33.278397,126.370186,5,21665,7,11,177
로즈오닐과 앤티크큐피 전시관,제주특별자치도 서귀포시 토평동 3083-1,제주특별자치도 서귀포시 인정오름로86번길 10,33.287163,126.57821,0,1018,1,0,2
제주레일바이크,제주특별자치도 제주시 구좌읍 종달리 4639,제주특별자치도 제주시 구좌읍 용눈이오름로 641,33.4646743,126.8369662,5,61326,16,31,563
에코랜드 테마파크,제주특별자치도 제주시 조천읍 대흘리 1221-1,제주특별자치도 제주시 조천읍 번영로 1278-169,33.4555296,126.6681873,5,114108,52,243,1391
애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,제주특별자치도 제주시 애월읍 애월해안로,33.47822,126.36656,5,54746,43,136,1069
신도포구,제주특별자치도 서귀포시 대정읍 신도리,제주특별자치도 서귀포시 대정읍 신도리,33.27674613,126.1697204,5,1927,0,1,2
무수천,제주특별자치도 제주시 애월읍 무수천길,제주특별자치도 제주시 애월읍 무수천길,33.463337,126.4466,0,4382,0,0,9
수월봉 지질트레일,제주특별자치도 제주시 한경면 고산리 3762,제주특별자치도 제주시 한경면 노을해안로 1013-70,33.293736,126.16281,4,51229,12,34,210
베릿네오름,제주특별자치도 서귀포시 중문동 2273,제주특별자치도 서귀포시 중문상로17번길 51,33.24894541,126.4198219,5,7559,1,1,2
차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 2층,제주특별자치도 제주시 한경면 한경해안로 156 2층,33.32392,126.16601,5,6143,1,1,16
항파두리항몽유적지,제주특별자치도 제주시 애월읍 상귀리 1012,제주특별자치도 제주시 애월읍 항파두리로 50,33.452126,126.407455,5,30340,4,33,104
혼인지,제주특별자치도 서귀포시 성산읍 환해장성로 549,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,33.414932,126.894104,4,18900,2,15,71
미천굴,제주특별자치도 서귀포시 성산읍 온평리 1010-1,제주특별자치도 서귀포시 성산읍 온평동로34번길 18,33.4036671,126.9011816,3,15418,4,1,81
돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,제주특별자치도 제주시 추자면 예초리 산 67-1,33.949707,126.32238,0,2491,0,0,6
협재굴(한림공원),제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,33.3894949,126.2396825,5,22563,5,5,187
성산포항,서귀포시 성산읍 성산리 347-9,서귀포시 성산읍 성산등용로 130-21,33.47211,126.9332,5,5956,0,2,24
바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 안덕면 서광리 456,제주특별자치도 서귀포시 안덕면 평화로 654,33.308956,126.3279,5,16981,4,1,65
원당봉,제주특별자치도 제주시 삼양일동 산 1-2,제주특별자치도 제주시 원당로16길 16-30,33.5262509,126.5983848,5,5315,2,4,5
방일리공원,제주특별자치도 제주시 노형동 3812-1,제주특별자치도 제주시 정원로 50,33.47767512,126.4767377,5,2252,1,1,6
세리월드 테마파크,제주특별자치도 서귀포시 법환동 877,제주특별자치도 서귀포시 법환상로2번길 97-13,33.247314,126.51267,5,23293,6,1,134
"보롬이(하논, 화구구)",제주특별자치도 서귀포시 하논로 (서홍동),제주특별자치도 서귀포시 하논로 (서홍동),33.250164,126.54474,0,2886,0,0,5
월령포구,제주특별자치도 제주시 한림읍 월평리,제주특별자치도 제주시 한림읍 월평리,33.37863,126.21653,4,2351,0,1,0
탐나라공화국(제주남이섬),제주특별자치도 제주시 한림읍 금악리 81-8,제주특별자치도 제주시 한림읍 한창로 897,33.355577,126.3056877,5,7328,2,5,14
돔박이오름 (동박악),제주특별자치도 서귀포시 안덕면 광평리 산 89,제주특별자치도 서귀포시 안덕면 광평리 산 89,33.3394248,126.364176,0,2072,0,0,1
장미빛축제,제주특별자치도 제주시 애월읍 유수암리 1083,제주특별자치도 제주시 애월읍 평화로 2346,33.42217,126.40931,5,4810,0,1,41
엉덩물계곡,제주특별자치도 서귀포시 색달동 2889-1,제주특별자치도 서귀포시 중문관광로 192,33.2464,126.414536,5,15075,2,3,81
제주다원 녹차미로공원,제주특별자치도 서귀포시 색달동 산 50,제주특별자치도 서귀포시 산록남로 1258,33.290375,126.42282,4,24227,1,11,119
말찻,제주특별자치도 제주시 조천읍 교래3길,제주특별자치도 제주시 조천읍 교래3길,33.434742,126.67746,0,1275,0,0,0
까망고띠,제주특별자치도 제주시 조천읍 선흘리 2040-1,제주특별자치도 제주시 조천읍 와선로 254,33.4848623,126.7001912,0,7541,0,0,8
이스렁오름,제주특별자치도 제주시 애월읍 광령평화길,제주특별자치도 제주시 애월읍 광령평화길,33.362965,126.48424,0,1277,0,0,1
제주불교성지 순례길 절로 가는길 - 보시의 길,제주특별자치도 제주시 애월읍 수산리 산 1-3,제주특별자치도 제주시 애월읍 수산곰솔길 56,33.473495,126.386086,0,2118,1,0,1
제주문예회관,제주특별자치도 제주시 일도이동 852,제주특별자치도 제주시 동광로 69,33.5043089,126.5353859,0,13401,0,0,0
방일봉 (방일이동산),제주특별자치도 제주시 노형동,제주특별자치도 제주시 노형동,33.47579582,126.4735834,0,1207,0,0,0
성읍랜드,제주특별자치도 서귀포시 표선면 성읍리 2045-1,제주특별자치도 서귀포시 표선면 번영로 2650,33.3986187,126.7873531,5,18036,2,3,108
각시바우오름,제주특별자치도 서귀포시 호근동 2112,제주특별자치도 서귀포시 호근동 2112,33.2767541,126.5270288,0,3046,0,0,0
월나봉(도래오름),제주특별자치도 서귀포시 안덕면 감산리 1148 일대,제주특별자치도 서귀포시 안덕면 감산리 1148 일대,33.245667,126.3499,0,2023,0,0,2
가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 가시리 산 158,제주특별자치도 서귀포시 표선면 남조로 1487-73,33.3708091,126.6935196,0,2310,1,0,0
현사포구,제주특별자치도 제주시 이호1동,제주특별자치도 제주시 이호1동,33.50021,126.45968,0,2495,1,0,0
부대악오름,제주특별자치도 제주시 조천읍 선흘리 산 103,제주특별자치도 제주시 조천읍 선흘리 산 103,33.46732272,126.7014494,0,2590,0,0,2
제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 연동 69-4,제주특별자치도 제주시 서연길 10,33.497364,126.50008,0,1794,0,0,2
번널오름 (벌판악),제주특별자치도 서귀포시 표선면 가시리 산 10-5,제주특별자치도 서귀포시 표선면 가시리 산 10-5,33.374043,126.74533,0,1200,1,0,0
들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,제주특별자치도 서귀포시 서홍동 2437,33.282448,126.54274,0,5220,1,0,19
가세오름,제주특별자치도 서귀포시 표선면 토산리 산2,제주특별자치도 서귀포시 표선면 녹산로 554,33.33146,126.78151,0,2524,0,0,0
북돌아진오름,제주특별자치도 제주시 애월읍 봉성리 산 41,제주특별자치도 제주시 애월읍 봉성리 산 41,33.3659432,126.35644,5,1571,0,1,1
곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),제주특별자치도 제주시 애월읍 애월원당길 (곽지리),33.45122,126.3058,5,80082,23,131,336
갑선이오름,제주특별자치도 서귀포시 표선면 가시리 산 2,제주특별자치도 서귀포시 표선면 가시리 산 2,33.3616,126.78106,0,1261,1,0,0
닭머르해안길,제주특별자치도 제주시 조천읍 신촌리 2408-1,제주특별자치도 제주시 조천읍 신촌북3길 62-1,33.537785,126.61332,4,18455,4,19,132
"봉아오름(봉개오름,봉아름,붉은오름)",제주특별자치도 제주시 봉개동 1804,제주특별자치도 제주시 봉개동 1804,33.49358,126.59166,0,1304,0,0,0
가메오름,제주특별자치도 제주시 애월읍 봉성리 산 125,제주특별자치도 제주시 애월읍 봉성리 산 125,33.36623487,126.3571601,0,2826,0,0,7
렛츠런파크,제주특별자치도 제주시 애월읍 평화로 2144,제주특별자치도 제주시 애월읍 평화로 2144,33.40782,126.39421,5,59129,3,9,87
귤밭76번지,제주특별자치도 서귀포시 안덕면 상창리 906,제주특별자치도 서귀포시 안덕면 병악로 76,33.283054,126.365265,5,28009,5,14,259
별도봉,제주특별자치도 제주시 선반로 (화북일동),제주특별자치도 제주시 선반로 (화북일동),33.51933305,126.5529974,4,7113,2,5,12
신창~차귀해안도로,제주특별자치도 제주시 한경면 신창리 1353-1,제주특별자치도 제주시 한경면 한경해안로 470,33.33567,126.16328,5,27089,21,80,428
관덕정,제주특별자치도 제주시 삼도2동 983-1,제주특별자치도 제주시 관덕로 19,33.513355,126.52145,5,35400,12,55,70
제주허브동산,제주특별자치도 서귀포시 표선면 표선리 2608,제주특별자치도 서귀포시 표선면 돈오름로 170,33.3225332,126.8228665,5,42668,11,25,461
소인국테마파크,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.2904213,126.322602,5,51853,16,37,539
국립제주박물관,제주특별자치도 제주시 건입동 261,제주특별자치도 제주시 일주동로 17,33.5139974,126.5489702,5,22184,9,7,97
한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,제주특별자치도 서귀포시 대정읍 추사로,33.251087,126.27711,0,1720,0,0,3
서복전시관,제주특별자치도 서귀포시 서귀동 100-2,제주특별자치도 서귀포시 칠십리로 156-8,33.2448641,126.5706551,5,9368,0,1,3
중문진실캠핑장,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시 천제연로 132,33.252678,126.41844,0,1183,0,0,0
절물오름(큰대나),제주특별자치도 제주시 명림로 584 일대,제주특별자치도 제주시 명림로 584 일대,33.433804,126.62747,5,3376,0,2,7
낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘리 2734-5,제주특별자치도 제주시 조천읍 선흘서5길 13,33.480583,126.709526,5,1947,1,2,4
서우봉,제주특별자치도 제주시 조천읍 함덕리 169-1,제주특별자치도 제주시 조천읍 함덕리 169-1,33.5344076,126.6342455,5,20472,6,27,154
삼화포구,제주특별자치도 제주시 삼양일동 1775,제주특별자치도 제주시 서흘1길 26,33.5287466,126.5891889,5,1777,0,2,4
금능해수욕장,제주특별자치도 제주시 한림읍 금능리 2036-1,제주특별자치도 제주시 한림읍 금능길 119-10,33.390003,126.23591,5,73232,18,140,380
명월팽나무군락,제주특별자치도 제주시 한림읍 명월리 1767-1,제주특별자치도 제주시 한림읍 명월로 71,33.38698,126.26671,0,4103,0,0,4
여문영아리,제주특별자치도 서귀포시 표선면 가시리 산 145,제주특별자치도 서귀포시 표선면 가시리 산 145,33.36798932,126.6924295,0,1108,1,0,0
개오리오름,제주특별자치도 제주시 봉개동,제주특별자치도 제주시 봉개동,33.42232463,126.6173757,0,2855,0,0,0
예래해안도로,제주특별자치도 서귀포시 예래해안로,제주특별자치도 서귀포시 예래해안로,33.233536,126.37748,0,3214,0,0,45
아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,제주특별자치도 제주시 구좌읍 송당리 산 164-1,33.44878,126.7774,5,45115,9,39,156
제주불교성지 순례길 절로 가는길 - 정진의 길,제주특별자치도 서귀포시 하원동 산 1-1,제주특별자치도 서귀포시 영실로 246 (하원동),33.3402,126.47921,0,1730,0,0,5
민오름(오라동),제주특별자치도 제주시 오라2동 산 12,제주특별자치도 제주시 오라2동 산 12,33.476444,126.50659,0,6757,0,0,6
개오름,제주특별자치도 서귀포시 표선면 성읍리 2974,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,33.42347315,126.7717223,5,3677,1,1,4
제주불교성지 순례길 절로 가는길 - 인욕의 길,제주특별자치도 제주시 아라1동 산 66-8,제주특별자치도 제주시 산록북로 660,33.422096,126.55877,0,2059,1,0,3
이달봉,제주특별자치도 제주시 애월읍 봉성리 산 71-1,제주특별자치도 제주시 애월읍 봉성리 산 71-1,33.363815,126.347466,0,2366,0,0,1
제주공룡랜드,제주특별자치도 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령평화2길 1,33.44299,126.43244,5,25676,6,18,223
월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359,제주특별자치도 제주시 한림읍 월령3길 27-4,33.377865,126.21586,5,36562,5,40,264
월정리해변,제주특별자치도 제주시 구좌읍 월정리 33,제주특별자치도 제주시 구좌읍 월정리 33-3,33.55580941,126.796624,5,161928,89,441,1979
하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.23286,126.314064,5,4783,2,2,25
한림항,제주특별자치도 제주시 한림읍 대림리 2019-17,제주특별자치도 제주시 한림읍 한림해안로 192,33.419075,126.26264,5,7386,2,8,9
서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1,제주특별자치도 서귀포시 1100로 506-1,33.28769,126.46199,4,15386,2,7,85
선족이오름(알선족이),제주특별자치도 제주시 구좌읍 송당리 산 140-2,제주특별자치도 제주시 구좌읍 송당리 산 140-2,33.44329,126.75144,0,1714,2,0,1
곶자왈,제주특별자치도 서귀포시 대정읍 신평리,제주특별자치도 서귀포시 대정읍 신평리,33.28449,126.27018,5,31463,16,6,282
선녀와나무꾼,제주특별자치도 제주시 조천읍 선흘리 1997,제주특별자치도 제주시 조천읍 선교로 267,33.47903,126.70303,5,42818,7,48,329
하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,제주특별자치도 제주시 구좌읍 하도리 53-2,33.51021,126.896255,5,3297,0,3,11
한라산국립공원,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 1100로 2070-61,33.36132,126.54195,5,149748,92,305,847
강정천유원지,제주특별자치도 서귀포시 강정통물로 (강정동),제주특별자치도 서귀포시 강정통물로 (강정동),33.233673,126.49047,5,7311,1,4,16
한라감귤체험농원(체험운영안함),제주특별자치도 서귀포시 성산읍 수산리 735,제주특별자치도 서귀포시 성산읍 서성일로991번길 1,33.442627,126.88461,5,11079,0,4,91
관음사,제주특별자치도 제주시 아라1동 387,제주특별자치도 제주시 산록북로 660,33.423782,126.55818,5,23515,4,16,154
도순다원,제주특별자치도 서귀포시 도순동 1-1,제주특별자치도 서귀포시 중산간서로356번길 152-41,33.273037,126.48306,5,28429,4,5,157
구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,33.55702,126.727806,5,2913,1,4,32
백록담,제주특별자치도 서귀포시 토평동 산 15-1,제주특별자치도 서귀포시 토평동 산 15-1,33.362293,126.53332,5,64456,14,49,218
서귀포항,제주특별자치도 서귀포시 서귀동 758-4,제주특별자치도 서귀포시 칠십리로72번길 14,33.239174,126.56545,5,9082,1,13,33
한라산단풍트래킹,제주특별자치도 제주시 해안동 산 220-1,,33.400085,126.48722,2,1105,0,1,3
돌빛나예술학교,제주특별자치도 제주시 한림읍 협재리 2190-1,제주특별자치도 제주시 한림읍 협재남4길 26,33.38422,126.24817,5,1839,0,1,2
돈대산,제주특별자치도 제주시 추자면 예초리 산 67-1,제주특별자치도 제주시 추자면 예초리 산 67-1,33.94892873,126.3207352,0,3222,0,0,2
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,제주특별자치도 제주시 구좌읍 종달리 630-1,33.482853,126.901794,5,9910,4,13,115
